  1.41435e+06      636457.      462940.      372196.      313163.      141209.
     0.433405     0.582035     0.356043
     0.510042     0.740154     0.746766
     0.575674     0.619696     0.777775
     0.504502     0.457992     0.884089
     0.343434     0.595392     0.840767
     0.247498     0.452010     0.744405
     -14.0612     -36.6067     -27.1709     -46.3041     -33.1842     -28.6281
      7.80918      11.2497      14.2014      30.6294      20.1994      21.2228
     -10.8198     -25.6390     -20.2075     -38.1715     -27.9553     -21.8306
